,link,location,district,HouseType,Celková cena,ID zakázky,Aktualizace,Stavba,Stav objektu,Poloha domu,Typ domu,Podlaží,Plocha zastavěná,Užitná plocha,Plocha podlahová,Plocha pozemku,Plocha zahrady,Sklep,Datum nastěhování,Voda,Topení,Plyn,Odpad,Doprava,Komunikace,Energetická náročnost budovy,Bezbariérový,Vybavení,companyName,proximityIndex,Index,Poznámka k ceně,Elektřina,Ukazatel energetické náročnosti budovy,Umístění objektu,Parkování,Garáž,Rok rekonstrukce,Výtah,Cena,Rok kolaudace,Telekomunikace,Průkaz energetické náročnosti budovy,Bazén,Počet bytů,ID,Náklady na bydlení,Zlevněno,Původní cena,Plocha bazénu,Výška stropu,Stav,Půdní vestavba,Vyvolávací cena,Znalecký posudek,Minimální příhoz,Aukční jistina,Druh dražby,Místo konání dražby,Datum konání dražby,Dražební vyhláška,Posudek znalce,Datum prohlídky,Datum zahájení prodeje,Minimální kupní cena,Termín 1. prohlídky,Termín 2. prohlídky,Datum ukončení výstavby,Datum prohlídky do
38,https://www.sreality.cz/detail/prodej/dum/rodinny/tri-sekery--/38999628,"Tři Sekery, okres Cheb",cheb,"rodinne-domy
",9 895 000 Kč za nemovitost,N76,06.10.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,2,176 m2,320 m2,280 m2,1703 m2,,,,,,,,,,Třída G - Mimořádně nehospodárná,,,"Reality Crystal, s.r.o.",1599.5,38,,,,Centrum obce,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,https://www.sreality.cz/detail/prodej/dum/rodinny/drmoul-drmoul-budovatelska/1030211404,"Budovatelská, Drmoul",cheb,"rodinne-domy
",8 700 000 Kč za nemovitost,757445,05.10.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,3 včetně 1 podzemního,,471 m2,,775 m2,,1,Ihned,"Místní zdroj, Dálkový vodovod","Lokální plynové, Lokální tuhá paliva, Jiné",,Veřejná kanalizace,"Vlak, Silnice, MHD, Autobus",,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,1,M&M reality,1938.3333333333333,39,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"120V, 230V, 400V",,Klidná část obce,2,1,2014,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,https://www.sreality.cz/detail/prodej/dum/rodinny/krasna--/949053004,"Krásná, okres Cheb",cheb,"rodinne-domy
",4 200 000 Kč za nemovitost (k jednání),210462,05.10.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,3 včetně 1 podzemního,65 m2,134 m2,134 m2,911 m2,710 m2,36 m2,,Místní zdroj,Lokální tuhá paliva,,Septik,"Vlak, Dálnice, Silnice, MHD, Autobus",,,,Částečně,Bidli,2862.4117647058824,40,,"230V, 400V",,Polosamota,,1,,0,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,https://www.sreality.cz/detail/prodej/dum/rodinny/marianske-lazne-hamrniky-capkova/2575419212,"Čapkova, Mariánské Lázně - Hamrníky",cheb,"rodinne-domy
",8 450 000 Kč za nemovitost,641583,11.10.2022,Cihlová,Velmi dobrý,Řadový,Patrový,2,168 m2,300 m2,,468 m2,,1,,,Ústřední plynové,Plynovod,Veřejná kanalizace,"Vlak, Autobus",,Třída C - Úsporná,,,Dumrealit.cz Premium,1321.611111111111,41,informace v kanceláři,230V,,Klidná část obce,4,1,,0,,,"Internet, Kabelová televize",,,,,,,,,,,,,,,,,,,,,,,,,,,
42,https://www.sreality.cz/detail/prodej/dum/rodinny/marianske-lazne-hamrniky-zelena/1853998924,"Zelená, Mariánské Lázně - Hamrníky",cheb,"rodinne-domy
",7 350 000 Kč za nemovitost,641584,11.10.2022,Montovaná,Velmi dobrý,Samostatný,Přízemní,2,124 m2,117 m2,,712 m2,,1,,Dálkový vodovod,Lokální plynové,Plynovod,Veřejná kanalizace,"Vlak, Autobus",,Třída C - Úsporná,,,Dumrealit.cz Premium,1556.888888888889,42,informace v kanceláři,230V,,Klidná část obce,2,1,,,,,"Telefon, Internet",,,,,,,,,,,,,,,,,,,,,,,,,,,
43,https://www.sreality.cz/detail/prodej/dum/rodinny/stara-voda-stara-voda-/1696384844,"Stará Voda, okres Cheb",cheb,"rodinne-domy
",2 999 000 Kč za nemovitost,815234,04.10.2022,Cihlová,Dobrý,Samostatný,Přízemní,1,,142 m2,,1344 m2,,,,Dálkový vodovod,"Lokální plynové, Ústřední dálkové",,Veřejná kanalizace,"Silnice, Autobus",,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,Částečně,M&M reality,1596.4545454545455,44,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"120V, 230V",,Centrum obce,5,,2018,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,https://www.sreality.cz/detail/prodej/dum/rodinny/marianske-lazne-usovice-dobrovskeho/2817431372,"Dobrovského, Mariánské Lázně - Úšovice",cheb,"rodinne-domy
",50 000 000 Kč za nemovitost,812713,21.10.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,4 včetně 1 podzemního,,470 m2,,950 m2,,,Ihned,Dálkový vodovod,"Lokální plynové, Lokální tuhá paliva",,Veřejná kanalizace,"Vlak, Silnice, MHD, Autobus",,Třída D - Méně úsporná č. 148/2007 Sb. podle vyhlášky,,1,M&M reality,893.5555555555555,45,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"120V, 230V",,Klidná část obce,2,1,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
45,https://www.sreality.cz/detail/prodej/dum/rodinny/velka-hledsebe-velka-hledsebe-bozeny-nemcove/3808466508,"Boženy Němcové, Velká Hleďsebe",cheb,"rodinne-domy
",13 900 000 Kč za nemovitost,803590,17.10.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,3 včetně 1 podzemního,,528 m2,,1080 m2,,,,Dálkový vodovod,Lokální plynové,,Veřejná kanalizace,"Vlak, Silnice, MHD, Autobus",,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,Částečně,M&M reality,1054.0,46,Cena k jednání. V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"120V, 230V, 400V","0,01 kWh/m^2 za rok",Klidná část obce,6,,2017,0,,,"Telefon, Internet",,,,,,,,,,,,,,,,,,,,,,,,,,,
46,https://www.sreality.cz/detail/prodej/dum/rodinny/cheb-trsnice-/2013378124,"Cheb - Tršnice, okres Cheb",cheb,"rodinne-domy
",5 490 000 Kč za nemovitost,208462,02.10.2022,Smíšená,Dobrý,Samostatný,Patrový,4 včetně 1 podzemního,192 m2,354 m2,354 m2,504 m2,,,,Místní zdroj,Lokální tuhá paliva,,Veřejná kanalizace,"Vlak, Silnice",,Třída G - Mimořádně nehospodárná,,Částečně,Bidli,2761.222222222222,47,,230V,,,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,https://www.sreality.cz/detail/prodej/dum/rodinny/treben-novy-drahov-/246138700,"Třebeň - Nový Drahov, okres Cheb",cheb,"rodinne-domy
",7 900 000 Kč za nemovitost,641561,02.10.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,2,138 m2,250 m2,,1693 m2,,,,,Jiné,,,,,Třída G - Mimořádně nehospodárná,,,Dumrealit.cz Premium,2201.5333333333333,48,,,,,5,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
48,https://www.sreality.cz/detail/prodej/dum/rodinny/marianske-lazne-hamrniky-skolni/3745601884,"Školní, Mariánské Lázně - Hamrníky",cheb,"rodinne-domy
",15 000 000 Kč za nemovitost,72,01.10.2022,Cihlová,Velmi dobrý,,Patrový,3,,675 m2,,1004 m2,,,,,,,,,,,,,Tout Puissant Almaz,1344.1666666666667,49,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
49,https://www.sreality.cz/detail/prodej/dum/rodinny/frantiskovy-lazne-frantiskovy-lazne-/2507462476,"Františkovy Lázně, okres Cheb",cheb,"rodinne-domy
",,753036,02.10.2022,Cihlová,Ve výstavbě,V bloku,Přízemní,1,,176 m2,,501 m2,,,Ihned,Dálkový vodovod,Lokální plynové,,Veřejná kanalizace,"Vlak, Silnice, Autobus",,Třída B - Velmi úsporná č. 148/2007 Sb. podle vyhlášky,,0,M&M reality,953.0,50,cena k doptání v RK,"120V, 230V",,Okraj obce,2,,,0,Informace o ceně na dotaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,https://www.sreality.cz/detail/prodej/dum/rodinny/dolni-zandov--/1517300060,"Dolní Žandov, okres Cheb",cheb,"rodinne-domy
",3 360 000 Kč za nemovitost,232,30.09.2022,Smíšená,Před rekonstrukcí,Samostatný,Patrový,2,,167 m2,,713 m2,,,,Dálkový vodovod,Lokální tuhá paliva,,Jímka,,,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,0,,Cambio reality,722.6666666666666,51,,230V,,Klidná část obce,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,https://www.sreality.cz/detail/prodej/dum/rodinny/cheb-haje-slapanska/1526445900,"Slapanská, Cheb - Háje",cheb,"rodinne-domy
",6 550 000 Kč za nemovitost,811460,19.10.2022,Cihlová,Dobrý,Samostatný,Přízemní,1,,140 m2,,1766 m2,,,,Dálkový vodovod,Jiné,,Jímka,"Silnice, MHD, Autobus",,Třída C - Úsporná č. 148/2007 Sb. podle vyhlášky,,Částečně,M&M reality,1413.888888888889,52,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"120V, 230V, 400V",,Klidná část obce,7,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,https://www.sreality.cz/detail/prodej/dum/rodinny/drmoul-drmoul-vychodni/2957776460,"Východní, Drmoul",cheb,"rodinne-domy
",,01488,19.10.2022,Dřevěná,Velmi dobrý,Samostatný,Přízemní,1,,99 m2,83 m2,484 m2,,,,Dálkový vodovod,Lokální elektrické,,Veřejná kanalizace,"Vlak, Silnice, MHD, Autobus",Asfaltová,Třída B - Velmi úsporná č. 78/2013 Sb. podle vyhlášky,1,1,RK23,2114.5555555555557,53,"Cena k jednání, včetně provize, včetně právního servisu, cena k jednání",230V,"166,0 kWh/m^2 za rok",Klidná část obce,1,,,,,2018,,Zobrazit průkaz energetické náročnosti budovy,1,,,,9 500 000 Kč za nemovitost (k jednání),10 800 000 Kč,18 m2,,,,,,,,,,,,,,,,,,,
53,https://www.sreality.cz/detail/prodej/dum/rodinny/as-as-skrivanci/2032064332,"Skřivánčí, Aš",cheb,"rodinne-domy
",3 899 000 Kč za nemovitost,0251-NP00609,27.09.2022,Smíšená,Dobrý,Řadový,Přízemní,3,153 m2,156 m2,,210 m2,,,Ihned,,,Plynovod,Veřejná kanalizace,,,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,,Částečně,RE/MAX Air,465.93333333333334,54,,,,Klidná část obce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,https://www.sreality.cz/detail/prodej/dum/rodinny/cheb-cheb-kvetna/3402807116,"Květná, Cheb",cheb,"rodinne-domy
",6 990 000 Kč za nemovitost,641021,07.10.2022,Cihlová,Velmi dobrý,Řadový,Patrový,3,157 m2,330 m2,,607 m2,,1,,,Jiné,,,,,Třída G - Mimořádně nehospodárná,,,Dumrealit.cz Premium,760.9444444444445,56,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,https://www.sreality.cz/detail/prodej/dum/rodinny/plesna-plesna-sokolska/2523584332,"Sokolská, Plesná",cheb,"rodinne-domy
",9 900 000 Kč za nemovitost,02-01033,17.10.2022,Cihlová,Po rekonstrukci,Samostatný,Patrový,3 včetně 1 podzemního,185 m2,300 m2,,1839 m2,,80 m2,,Místní zdroj,,Plynovod,Jímka,"Vlak, Autobus",,Třída G - Mimořádně nehospodárná,,1,Reality Smajlík s.r.o.,1620.6923076923076,57,,230V,,Samota,4,1,,,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,https://www.sreality.cz/detail/prodej/dum/rodinny/marianske-lazne-usovice-palackeho/1353512524,"Palackého, Mariánské Lázně - Úšovice",cheb,"rodinne-domy
",11 500 000 Kč za nemovitost,804517,26.09.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,4 včetně 1 podzemního,,420 m2,,691 m2,,1,Ihned,Dálkový vodovod,"Lokální plynové, Lokální tuhá paliva",,Veřejná kanalizace,"Vlak, Silnice, MHD, Autobus",,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,1,M&M reality,707.0,58,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"120V, 230V, 400V",,Klidná část obce,3,1,2002,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,https://www.sreality.cz/detail/prodej/dum/rodinny/tepla-klaster-safarske-domky/3723396684,"Šafářské Domky, Teplá - Klášter",cheb,"rodinne-domy
",9 100 000 Kč za nemovitost,N94805,26.09.2022,Smíšená,Velmi dobrý,Samostatný,Přízemní,1 včetně 1 podzemního,,200 m2,160 m2,3537 m2,3537 m2,12 m2,Ihned,Místní zdroj,Ústřední elektrické,,Septik,"Vlak, Silnice, Autobus","Betonová, Dlážděná, Asfaltová",Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,0,Částečně,NEXT REALITY KARLOVY VARY,2090.75,59,,"230V, 400V",,Klidná část obce,3,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,https://www.sreality.cz/detail/prodej/dum/rodinny/as-mokriny-/2474698572,"Aš - Mokřiny, okres Cheb",cheb,"rodinne-domy
",6 975 000 Kč za nemovitost,813161,19.10.2022,Smíšená,Ve výstavbě,Samostatný,Přízemní,1,,162 m2,,1055 m2,,,,"Místní zdroj, Dálkový vodovod",Jiné,,Veřejná kanalizace,,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,,M&M reality,1157.5333333333333,60,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,,,Klidná část obce,4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,https://www.sreality.cz/detail/prodej/dum/rodinny/mnichov--/2837130332,"Mnichov, okres Cheb",cheb,"rodinne-domy
",7 599 000 Kč za nemovitost,5214,27.09.2022,Cihlová,Ve výstavbě,Samostatný,Přízemní,2. podlaží z celkem 2,180 m2,180 m2,,1586 m2,,,,,,,,,,Třída B - Velmi úsporná č. 78/2013 Sb. podle vyhlášky,,0,Euro Reality Plzeň,1125.6,61,,,,Centrum obce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,https://www.sreality.cz/detail/prodej/dum/rodinny/vojtanov-vojtanov-horni-vojtanov/1707402828,"Horní Vojtanov, Vojtanov",cheb,"rodinne-domy
",3 600 000 Kč za nemovitost,6627,04.10.2022,Cihlová,Dobrý,Samostatný,Patrový,2,244 m2,488 m2,,792 m2,,,,,,,"Septik, Jímka",,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,0,Euro Reality Plzeň,2717.3333333333335,62,,,,Polosamota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,https://www.sreality.cz/detail/prodej/dum/rodinny/as-as-skrivanci/26220108,"Skřivánčí, Aš",cheb,"rodinne-domy
",3 459 720 Kč za nemovitost,807793,06.10.2022,Cihlová,Dobrý,Samostatný,Patrový,4 včetně 1 podzemního,,190 m2,,350 m2,,1,,Dálkový vodovod,Lokální plynové,,Veřejná kanalizace,"Silnice, Autobus",,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,Částečně,M&M reality,445.46666666666664,63,,"230V, 400V",,Centrum obce,2,1,2020,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,https://www.sreality.cz/detail/prodej/dum/rodinny/nebanice--/1649276748,"Nebanice, okres Cheb",cheb,"rodinne-domy
",5 990 000 Kč za nemovitost,813816,19.09.2022,Cihlová,Novostavba,Samostatný,Patrový,2,,132 m2,,360 m2,,,,Dálkový vodovod,Jiné,,Veřejná kanalizace,"Vlak, Silnice, Autobus",,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,,M&M reality,2040.9285714285713,64,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"120V, 230V, 400V",,Klidná část obce,1,,,0,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,https://www.sreality.cz/detail/prodej/dum/rodinny/velky-luh-velky-luh-/2020902732,"Velký Luh, okres Cheb",cheb,"rodinne-domy
",,813241,19.10.2022,Cihlová,Dobrý,Samostatný,Patrový,2,,158 m2,,1533 m2,,,Ihned,Dálkový vodovod,Lokální tuhá paliva,,Veřejná kanalizace,"Vlak, Silnice, Autobus",,Třída D - Méně úsporná č. 148/2007 Sb. podle vyhlášky,,Částečně,M&M reality,1928.25,65,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"120V, 230V",,Klidná část obce,5,,2012,0,,,,,,,,,2 450 000 Kč za nemovitost,2 790 000 Kč,,,,,,,,,,,,,,,,,,,,
64,https://www.sreality.cz/detail/prodej/dum/rodinny/hranice-hranice-na-vyhlidce/2124908364,"Na Vyhlídce, Hranice",cheb,"rodinne-domy
",2 999 000 Kč za nemovitost,0032-NP07736,14.09.2022,Smíšená,Dobrý,Samostatný,Patrový,2,140 m2,140 m2,,2906 m2,,,,,,,,,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,0,RE/MAX 4 You,1235.5555555555557,66,,,,Polosamota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,https://www.sreality.cz/detail/prodej/dum/rodinny/hranice-studanka-/1203295820,"Hranice - Studánka, okres Cheb",cheb,"rodinne-domy
",3 990 000 Kč za nemovitost,806087,26.09.2022,Cihlová,Dobrý,Samostatný,Patrový,3 včetně 1 podzemního,,560 m2,,1539 m2,,,,Místní zdroj,Lokální tuhá paliva,,Veřejná kanalizace,"Silnice, Autobus",,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,Částečně,M&M reality,2940.375,67,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"230V, 400V","1,0 kWh/m^2 za rok",Klidná část obce,5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,https://www.sreality.cz/detail/prodej/dum/rodinny/cheb-cheb-delnicka/3591616860,"Dělnická, Cheb",cheb,"rodinne-domy
",3 590 000 Kč za nemovitost,213,09.09.2022,Cihlová,Dobrý,Řadový,Patrový,2,,91 m2,,131 m2,,,,Dálkový vodovod,"Lokální plynové, Lokální tuhá paliva",Plynovod,Veřejná kanalizace,"Silnice, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,0,,Cambio reality,452.1666666666667,68,,"230V, 400V",,Klidná část obce,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,https://www.sreality.cz/detail/prodej/dum/rodinny/as-as-lucni/4230944588,"Luční, Aš",cheb,"rodinne-domy
",2 921 000 Kč za nemovitost,816776,19.10.2022,Smíšená,Před rekonstrukcí,Řadový,Patrový,4 včetně 1 podzemního,,283 m2,,110 m2,,,,Dálkový vodovod,"Lokální plynové, Lokální tuhá paliva, Lokální elektrické",,Veřejná kanalizace,"Vlak, Silnice, MHD, Autobus",,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,Částečně,M&M reality,560.3333333333334,69,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"120V, 230V",,Klidná část obce,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,https://www.sreality.cz/detail/prodej/dum/rodinny/lipova-dolni-lipina-/2866447948,"Lipová - Dolní Lipina, okres Cheb",cheb,"rodinne-domy
",2 800 000 Kč za nemovitost,01468,14.10.2022,Smíšená,Před rekonstrukcí,Samostatný,Patrový,,,229 m2,,1381 m2,,,,Místní zdroj,Lokální tuhá paliva,,Septik,"Silnice, MHD",Asfaltová,Třída G - Mimořádně nehospodárná,,,RK23,3354.6666666666665,70,"Cena k jednání, včetně provize, včetně právního servisu","230V, 400V",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,https://www.sreality.cz/detail/prodej/dum/rodinny/marianske-lazne-usovice-u-zastavky/1361995340,"U Zastávky, Mariánské Lázně - Úšovice",cheb,"rodinne-domy
",24 440 000 Kč za nemovitost,808083,05.09.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,2,,232 m2,,2292 m2,,,,"Místní zdroj, Dálkový vodovod","Lokální tuhá paliva, Lokální elektrické, Jiné",,Veřejná kanalizace,"Vlak, Silnice, MHD, Autobus",,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,Částečně,M&M reality,787.0,71,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"120V, 230V, 400V",,Klidná část obce,6,1,,0,,,"Telefon, Internet, Kabelová televize",,,,,,,,,,,,,,,,,,,,,,,,,,,
70,https://www.sreality.cz/detail/prodej/dum/rodinny/tri-sekery-krasne-/4189824844,"Tři Sekery - Krásné, okres Cheb",cheb,"rodinne-domy
",3 500 000 Kč za nemovitost,N1673,13.10.2022,Smíšená,Dobrý,Samostatný,Patrový,3 včetně 1 podzemního,125 m2,195 m2,195 m2,739 m2,595 m2,1,,"Dálkový vodovod, Studna","Ústřední tuhá paliva, Ústřední elektrické",Individuální,Veřejná kanalizace,"Silnice, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná,,,Realitní kancelář Sedláček,2481.818181818182,72,,"230V, 400V",,Klidná část obce,1,1,,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
71,https://www.sreality.cz/detail/prodej/dum/rodinny/vojtanov--/1174910796,"Vojtanov, okres Cheb",cheb,"rodinne-domy
",10 700 000 Kč za nemovitost,6739,14.10.2022,Cihlová,Dobrý,Samostatný,Patrový,4,285 m2,780 m2,,8113 m2,,,Ihned,,,,,,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,0,Euro Reality Plzeň,2649.6666666666665,73,,,,Polosamota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,https://www.sreality.cz/detail/prodej/dum/rodinny/frantiskovy-lazne--/1398388556,"Františkovy Lázně, okres Cheb",cheb,"rodinne-domy
",900 000 Kč za nemovitost,6728,25.08.2022,Montovaná,Novostavba,Samostatný,Přízemní,1,15 m2,15 m2,,102 m2,,,Ihned,,,,,,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,0,Euro Reality Plzeň,912.375,74,,,,Okraj obce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,https://www.sreality.cz/detail/prodej/dum/rodinny/tepla-bezverov-/2880718412,"Teplá - Bezvěrov, okres Cheb",cheb,"rodinne-domy
",1 990 000 Kč za nemovitost,641072,28.09.2022,Cihlová,Špatný,Samostatný,Patrový,2,300 m2,300 m2,,1636 m2,,,,,Jiné,,,,,Třída G - Mimořádně nehospodárná,,,Dumrealit.cz Premium,3808.9166666666665,75,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,https://www.sreality.cz/detail/prodej/dum/rodinny/as-mokriny-/3632612940,"Aš - Mokřiny, okres Cheb",cheb,"rodinne-domy
",3 490 000 Kč za nemovitost,,21.10.2022,Smíšená,Dobrý,,Patrový,,187 m2,490 m2,,750 m2,563 m2,1,,Dálkový vodovod,Ústřední tuhá paliva,,Veřejná kanalizace,,,Třída G - Mimořádně nehospodárná,,,Reality Honzíková,1316.8,76,,,,,,,,,,,,,,,3632612940,,,,,,,,,,,,,,,,,,,,,,,
75,https://www.sreality.cz/detail/prodej/dum/rodinny/mnichov-sitiny-/911689292,"Mnichov - Sítiny, okres Cheb",cheb,"rodinne-domy
",999 000 Kč za nemovitost,809081,10.10.2022,Smíšená,Před rekonstrukcí,V bloku,Patrový,2,,439 m2,,980 m2,,,,Dálkový vodovod,Jiné,,Veřejná kanalizace,"Silnice, Autobus",,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,0,M&M reality,1810.6,77,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,,,Centrum obce,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,https://www.sreality.cz/detail/prodej/dum/rodinny/cheb-cheb-delnicka/3151185484,"Dělnická, Cheb",cheb,"rodinne-domy
",5 720 000 Kč za nemovitost,6718,22.08.2022,Smíšená,Velmi dobrý,Řadový,Přízemní,2,70 m2,200 m2,,238 m2,,,,,,Plynovod,Veřejná kanalizace,,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,0,Euro Reality Plzeň,444.3333333333333,78,,,,Centrum obce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,https://www.sreality.cz/detail/prodej/dum/rodinny/pomezi-nad-ohri-pomezi-nad-ohri-/1191851596,"Pomezí nad Ohří, okres Cheb",cheb,"rodinne-domy
",3 990 000 Kč za nemovitost,6650,20.10.2022,Smíšená,Dobrý,Řadový,Patrový,1,80 m2,160 m2,,950 m2,,,,,,,"Septik, Jímka",,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,Částečně,Euro Reality Plzeň,2073.1666666666665,79,,,,Klidná část obce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,https://www.sreality.cz/detail/prodej/dum/rodinny/marianske-lazne-usovice-skroupova/1909282380,"Škroupova, Mariánské Lázně - Úšovice",cheb,"rodinne-domy
",4 990 000 Kč za nemovitost,637053,06.10.2022,Cihlová,Dobrý,Řadový,Patrový,3,149 m2,205 m2,220 m2,276 m2,,1,,,Ústřední plynové,Plynovod,Veřejná kanalizace,"Vlak, Autobus",,Třída G - Mimořádně nehospodárná,,,Dumrealit.cz Premium,1010.6666666666666,80,,230V,,Klidná část obce,2,1,,,,,"Telefon, Internet",,,,,,,,,,,,,,,,,,,,,,,,,,,
79,https://www.sreality.cz/detail/prodej/dum/rodinny/velka-hledsebe-klimentov-/3553715788,"Velká Hleďsebe - Klimentov, okres Cheb",cheb,"rodinne-domy
",,760300,10.08.2022,Cihlová,Novostavba,Řadový,Patrový,2,,200 m2,,879 m2,,,Ihned,Dálkový vodovod,Jiné,,Veřejná kanalizace,"Vlak, Silnice, Autobus",,Třída B - Velmi úsporná č. 148/2007 Sb. podle vyhlášky,,0,M&M reality,1129.5555555555557,81,info u RK. V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,230V,,Klidná část obce,2,,,0,Informace o ceně na dotaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,https://www.sreality.cz/detail/prodej/dum/rodinny/as-as-lucni/2593089100,"Luční, Aš",cheb,"rodinne-domy
",1 999 000 Kč za nemovitost,22042,13.10.2022,Smíšená,Před rekonstrukcí,,Patrový,,,140 m2,,335 m2,,,,,,,,,,Třída G - Mimořádně nehospodárná,,,Reala Lakomá,585.8,82,,,"290,0 kWh/m^2 za rok",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
